filename,predicted_label,predicted_tag,confidence
07dc2fdde01488db56e6c3aa8aa89dd685bb1bcb20f4e8af7573ec572843c392.jpg,unknown,unknown,0.2584
080df136434abaa014eb2c722db6bd27479fc536de825c6c0d72a1f9ce1ed0f1.jpg,unknown,unknown,0.0745
0813f24c10144eee5ecac5aa57cb196230a480e0950b7b1c3b7232112d6e032e.jpg,Utaha from Blue Archive,Blue_Archive_Utaha,0.5038
0830d330768bd8822a475a79186ba4c66a7be97eaabff952a1fa89f5d963b7ab.jpg,unknown,unknown,0.2036
084b9862e0ccf5aa45817c97f9a500703dac564a90c01bff0ea2fd2ebbad71f4.jpg,unknown,unknown,0.1165
0855d2c939ec2ca426be6f00349f7f5aae57760aab445cbddb7a32141c954c6f.jpg,unknown,unknown,0.1541
085729ccdc071537d7a5533ace0109257f3aa746fd507fc2776f51bc51811285.jpg,unknown,unknown,0.1287
086adb275b4c202f8e4f138079b679706f46a51aa856e5e49d82c86fd00ed1eb.jpg,unknown,unknown,0.0709
0887f8f91d55ba7d85b6ec5e40d1074829bcbd81d1bea59342aa08449f62de40.jpg,Utaha from Blue Archive,Blue_Archive_Utaha,0.6203
088a74b50869d7a8123a16d188f017cca86e84d3bdf920b7d23aa7861d37f448.jpg,unknown,unknown,0.0794
088ba23faaa43d792351a4e09f29b861183e7529c50ef758eed25b634d7a2c3a.jpg,unknown,unknown,0.1224
08c66f35e7d4f44ffad03366094bdbad285712ef4a7f386737e6b8ae063317c7.jpg,unknown,unknown,0.2205
08df4ed3b3b7e27d5ad627ba1320fcff1474df948f68f120b0f9956b977c271c.jpg,unknown,unknown,0.1718
08fd8dd0ba7bf4c007045ce97f14b53818cccddba9d9364595f584f850815b7f.jpg,unknown,unknown,0.2491
090be19d93aecd7848863b4f85f1fffac74fdf12eabdbcf50df1e930151531fe.jpg,unknown,unknown,0.0725
09260551494d6a6a198c1668d1e3bc192bb762d132cc4bdc8784018868b0615e.jpg,Hifumi from Blue Archive,Blue_Archive_Hifumi,0.3908
092ac744d0861e6753d0448987ed9d1b5c23c09c9b467c09c6266bc6151dfecf.jpg,unknown,unknown,0.0853
092c027187bca382eb2717eb8b03a2b727a3aa436ebe376174c31a3c61386f1e.jpg,unknown,unknown,0.1136
09347f70dd737a779e1c65120a4567c63b977b97b4f402dcf55a046ccb939173.jpg,Hifumi from Blue Archive,Blue_Archive_Hifumi,0.4206
095fececbae75bfdce2d67bfad66d10e6087339123c4c296965ff9c24125a0a2.jpg,unknown,unknown,0.0704
0992cb23f786cceda488aa7d5901dbbe2c1f697967a248d002d88a7dad4cef39.jpg,unknown,unknown,0.0507
09b1f7108ed520e92b2bcb2b9c7b7ddf865688a2b9be176c2385d26d320b3c69.jpg,unknown,unknown,0.1583
09b2a4be29ec3de336a3fcabb05c78b817a17ababf7f6b3eb7a0cff645d7688e.jpg,unknown,unknown,0.0829
09f91a9f61f7e383dae7038c0fddf9ff1733a32176e12f426de411b140184b45.jpg,unknown,unknown,0.106
0a043a090746eb0b0d971f5fa43f6a3aa49a8672a42416a23c65ecf0f1081fb6.jpg,Utaha from Blue Archive,Blue_Archive_Utaha,0.5563
0a11979fba6348ad1721138d3abe8b229820ae29a16b861e761c6dd95dbae19d.jpg,unknown,unknown,0.1689
0a7bf0dba4d65089d47a48f7fd6a66df47f1763d56d771e4e2bd656b777226e4.jpg,unknown,unknown,0.1016
0a9ca576c1aef5a3b4bfc2289aa0afd11b32535b5ec8d26e8ac403d4dbf05d57.jpg,Megu from Blue Archive,Blue_Archive_Megu,0.327
0abeb7777d42aea55d186bbabf35f75728ac61b95e5b0bbeabc951be5229717f.jpg,Asuna from Blue Archive,Blue_Archive_Asuna,0.3204
0af2f07c20e289b21c4894e31eed65bff7456eefa0b98a61b2194164a4759e12.jpg,unknown,unknown,0.129
0afc7243c159e59b4295d35b16a6725b5666d3c528a95fee1b86ca460cc0a7c7.jpg,unknown,unknown,0.283
0afd6c71ea0554211133d12bbb4d1a23d809b5bd8f8f8cdce04805210b6c80a9.png,unknown,unknown,0.0651
0b04be3830bbcabc7eaffeb29fd95798b15759f2ab397bd283c150de8721459e.jpg,unknown,unknown,0.0975
0b0eadff648aa0c4c9a327b55fc70787ee224dbc322d83d1338d8a9388ab663c.jpg,unknown,unknown,0.2764
0b1d5b92b4b8a3f42a3170ef7d97f7cd7fba6de48126420da0fc1622c7dda3f7.jpg,unknown,unknown,0.1276
0b8a5f3bd3f952ee453d38b9a0ff665d657133212bed00ba7d8d5b05fcddd122.jpg,unknown,unknown,0.179
0ba46c6089ecdf3eaeabc426d1b5bdb1b9eb953633bc98702b6c882338ec4fe4.jpg,unknown,unknown,0.0914
0baa507232d094b5f44a2e581b60553bafcb1b843c363f04e2bd92523f36b772.jpg,unknown,unknown,0.1426
0baca5630b0efe8e7e77db2fa153fc14496e517a343acba23849b15d0500de98.jpg,unknown,unknown,0.083
0bad7a8a39078fc3bad3c4eeb9d40e2b3880f18d060680290cab08ffe5e9f2fe.jpg,unknown,unknown,0.2214
0bb0f6a14d0dda1bc55be940f15b8adb227f7ce9af7937476fa9a719c76b1e5a.jpg,unknown,unknown,0.1552
0bc290f2edb6e3d48290d494ea7514deccf2b9f1a66a0cf8eb8ef56c77d53fa0.jpg,unknown,unknown,0.2106
0bf2e69a93412d0a2a9f3f58fd75db0b3de0b2c7df1809eb64b188649569ffff.jpg,unknown,unknown,0.1998
0bfd73c9998bfa48a3f4468ad81a0deb3b59922daab87b9c97ba65a95fba3dbe.jpg,unknown,unknown,0.1482
0c27991f7ce53c4a8c69b06514ab3e8361b84edaee6eac4be2d40ee7634c8d4a.jpg,unknown,unknown,0.1107
0c520e1341c63adb8f3ac7dab033a122ba1b077b537f3964fd645fbafa9616db.jpg,unknown,unknown,0.2362
0c6c6c480aa848509345f0797d879c2d443a04c45d34fc616181da9a81bddb71.jpg,unknown,unknown,0.0654
0c97542c3a4fd56651ea71eb293492b9bef7d0728761a70ff298a97bb3c1b1db.jpg,unknown,unknown,0.0843
0c9ce930776fcdc08f8a4b32e340485bb820b747d5c97d70925183362b305eb2.jpg,unknown,unknown,0.068
0c9ecefaf9f962e15dd8eebdffde273c51b8e4b6d19c565f2860021e30a74ce5.jpg,unknown,unknown,0.1577
0ca6f9c7f064486bdb62149d3d347cf5b9441557f0613d3d0861bd26a96be573.jpg,unknown,unknown,0.1283
0ccc48c43d975ffd3cb92f5e624cc8698ec2124fda3fa40b06fad35fdeb97866.jpg,unknown,unknown,0.0742
0cddbdb21ad9d40ba62b37fccfbe77eecaff5833fdb33038452660dc2f727dda.jpg,unknown,unknown,0.2938
0cf45144afb17c82e05dd856a547698cf47f601cc8877875a6fbb5bd233db48f.jpg,unknown,unknown,0.1037
0d03e10280436734d8ab065893ead62746b1d5c4985b87ccb62382d7169cd272.jpg,unknown,unknown,0.2037
0d28e25523a9eedb199b2c1e8409a028bb8084004f7531fb94ba5c5ef0394ddc.png,unknown,unknown,0.0338
0d7191d20d4e2f2f3adb2ec629bf238be8e29edee6de27b93781153a9b40b69e.jpg,Hifumi from Blue Archive,Blue_Archive_Hifumi,0.4716
0dacc450f6500b6f2d1e53fe66e6fe9d66f473c11eec117421c38ea3e3676c10.jpg,unknown,unknown,0.2161
0db65b4b9e857be4aae2cab1be074946d93c6a0bf512fb068b464c948f818ee8.jpg,Aoba from Blue Archive,Blue_Archive_Aoba,0.3909
0dd97ea9a852f35ef40b7548966ed5a30b42d04d82a633e5dc631ffe7a2b3374.jpg,Aoba from Blue Archive,Blue_Archive_Aoba,0.614
0ddc20e28e3a79e778c33b57552b55cae6be1ee212273050ff3f97a9d1c42399.jpg,unknown,unknown,0.1368
0e086e92ea6b1d3a8d792febee22ddf2b3d1173b24385bc11e2a7b3dd06b6b72.jpg,Hifumi from Blue Archive,Blue_Archive_Hifumi,0.3356
0e29fc45287a977e08903f4e3cf131e165b8b51f2e248bb522304c9be03089f1.jpg,unknown,unknown,0.1004
0e38c2425cd1eb37cb8e695a070554cab83455be4f8e616edc373644852df9ed.jpg,unknown,unknown,0.1113
0e44206f6a9b2f1af716d4854ed172bd78509ad2d2a33e0a2a9f32d1fdb8e26e.jpg,unknown,unknown,0.1557
0e4be5dd43e31103d3f41cfaa1775a90d053e063fa68af858708ca2813615f17.jpg,unknown,unknown,0.2278
0e4e9a0a8f8267184aec8e81d642b341345e7608d969b62cccf17e391891f423.jpg,Sumomo from Blue Archive,Blue_Archive_Sumomo,0.3727
0e554d60c3c430fc9e550c1050ed1a60f31be53f66a4edf1909fbf65ab687844.jpg,unknown,unknown,0.046
0e5dbeae22d6ef927478c2f8dfc9742f7e74869aafa1d34120b69fe3e61c7102.jpg,unknown,unknown,0.2475
0e73c908f57fcb22ae9ad25e3b971bf419e229abf93ec452b88f6108072d046e.jpg,unknown,unknown,0.1122
0e7da70add3566f4481aa7de9d41fe754bd561cfe50feea024f051ab02ec7d2a.jpg,unknown,unknown,0.0803
0e8fda795e01cb8004d9c2fddf61b70319f112c75ae9ab60f7baf321b62b4b1f.jpg,unknown,unknown,0.0948
0e9727f0b8a55ba1084fc1153b4aea4d70511720726956a909312c19bc6955bc.jpg,unknown,unknown,0.1894
0ec536fb842c8446b69949de0bfc3d5b4ced8b903112f2d57a8acb9cdf81ce8c.jpg,unknown,unknown,0.1674
0f0d9dd54067e17d7bf44a1619124ea2c3e051af05e778fc766f1f0516fe1515.jpg,Aoba from Blue Archive,Blue_Archive_Aoba,0.4096
0f203ce68dafaf3fd73b75d36411aab9adb09bb112861f48d1530505b0ae9dff.jpg,unknown,unknown,0.2647
0f259e1c363b4b8f5dece5f5fee84c31d09119a09da1ca52857c73d92cf50f47.jpg,unknown,unknown,0.285
0f4497d8aec3a851aa429cf33099487185f130f1026dece872275d342d58f706.jpg,unknown,unknown,0.2121
0f5893dfe41fd50855b79b3f4fa4b027b99a011f0abe6d627ab5380fea4413f5.jpg,unknown,unknown,0.1155
0f65e56fccdb646e256538dd4d883aa3be610846d705ecde1669cb6f6e1b1aa3.jpg,unknown,unknown,0.0601
0f7b025f9e454c0e316449da495cc11c203f07da4a7ae8e1f3c18a9fc04ffb70.jpg,Megu from Blue Archive,Blue_Archive_Megu,0.3726
0f98abc95bb27b51f8708b01219e771c886e9dffeae483c6e65a42a1fd482c33.jpg,unknown,unknown,0.2052
0fb79f3ee4d59fa4688b4326a6a26f665a1db81683528a5c11eefce073808692.jpg,unknown,unknown,0.1325
0fb87d5d2ece490a375d33f38b7b97e56dea530de81485f1ed5c37ff1ac3bec5.jpg,unknown,unknown,0.2891
0fcd582d0eea0a9b97d17a4691745e77b65323ce8819681e64adf3ee93847329.jpg,unknown,unknown,0.213
100220afca455cee9a1c796801dff6b69d213627b6231b506633db50e33a5413.jpg,unknown,unknown,0.0677
10083e5e2dc127fefe95141fc8c1810eaeda5650d9ddb03187552edfb05a2578.jpg,unknown,unknown,0.1655
1035b4776ea1a7691f9fce765e5e5a0c528817f99b9f7f1f1f6a83cc0bd25a7c.jpg,unknown,unknown,0.1992
105ceb435672b20a6c880758bedd7eb59f2f22a9bad1ae4261a3cf540da024f2.jpg,unknown,unknown,0.1546
1066c399c67b15e7bb9f9c297fe1e268f19657aea471039c9a78a1f9135da1d1.jpg,Hifumi from Blue Archive,Blue_Archive_Hifumi,0.7959
1066c8fbac8368f4de0efff13da30c972af4b4e2c104011edee83a3a60cefa3d.png,unknown,unknown,0.1366
106ddbd4a88575402441c603d3f2d76e76d6e0a510a94e633f5317daa91ce770.jpg,unknown,unknown,0.1219
10704f6d6277f10d9986d3bf5ba01f4818d644d53326e1ef577def15dfb67255.jpg,unknown,unknown,0.1407
1088a0cdc229d7c86535cd2f9e0d34cf29ef2390f961b2ab239d8384d3fbb8b3.jpg,unknown,unknown,0.052
10c1aaa27e8b248891dd6541dffb4c665a494abde62bedba0618d1e0da9ad963.jpg,unknown,unknown,0.075
10f1cc3ca865227991204ebdb83bc0ea65504dfecb5e343aec796448c9becb56.jpg,unknown,unknown,0.1265
10fd1cf91aad3e696b78ff8f21e63bf5ffc08d3efb5e229a7bcd19bcdb8ce8a1.jpg,unknown,unknown,0.0784
110a42ecbd557e652e4743c44b66af1e7b4d0c95df6d93866a41da169226da26.jpg,unknown,unknown,0.049
1154e15225dce9c7f758fae51dab865b8e669cace29e6eded02b9d94a55a3331.jpg,unknown,unknown,0.0525
11834498a6987dd8b5b163486f9b263efb57cb622b544dfbc3079cd0195629d2.jpg,unknown,unknown,0.1107
11c35b1de42c90c177fc7ec6ad4494532b1ed1fe854cac6530f3cc41de4ae1d2.jpg,unknown,unknown,0.0688
11da2dc6a90f2e7d28d33c3d699a194a5ab865191ba379e4eb28044169836240.jpg,unknown,unknown,0.0939
1213b318dd86979e70a4d59551638e38b0bf1346fcd2ee7b892dbcc0191ebee5.jpg,unknown,unknown,0.1214
123.PNG,unknown,unknown,0.1403
12416d58342404afa7754a3a330de1b200aeb1737fda010e8a095d03b090e367.jpg,unknown,unknown,0.1536
125110a680d8ee560a1d6d30ce9c3c5b1876069f17f5954390a4b9dcd4f9aaf8.jpg,unknown,unknown,0.1194
126b79507395dd21fefcf4ee29d22d686f3a4d52178103410aae9d200aed197a.jpg,unknown,unknown,0.0438
127a5717c2ab16e226b6d3b0a36724ac650359ed17113af13c49c27c12998b1f.jpg,unknown,unknown,0.1274
12a20796541d086bf7c5775452a00c8b7a7bc9b9352b92434081c419ac3369f3.jpg,unknown,unknown,0.0814
12a8a7f95d6298bdf2fdab0a8149cd0042bbc21dd04b6fd8c5448bb81699b3d0.jpg,unknown,unknown,0.0361
12a99da4da786face8bd7590b120aac29832a667524c03e17e04cc90fac3ca2f.jpg,unknown,unknown,0.0952
12ec0364ed4d0e4c71c0d4cfe8448622021971caf6d0581d4708754e99745d6e.jpg,unknown,unknown,0.1241
1384854719e8c1f87a6ca4e74cefd4602fad5b71f95d9b66027fa4cbd3ddaadf.jpg,unknown,unknown,0.2459
13a999a56240ed1af63c77420f06f45f19d2d74f746eb9b5d43e8d9b5314fb56.jpg,unknown,unknown,0.1542
13b3366d4746e397d1ce94b7126648191519cf5c165b7909bb8d4b597f0fe0db.jpg,Tsumugi from Blue Archive,Blue_Archive_Tsumugi,0.3935
13b77638fa951ba4cb7b0951082b19a889a7d1bdbf7405d917bb979d79f02925.jpg,unknown,unknown,0.054
13ca1776169efcb34ef8b765ff2462dc7780ba17b51b6a9f58fc1a1b81c5d5d3.jpg,Hifumi from Blue Archive,Blue_Archive_Hifumi,0.5174
13fcbc325bb2c82eac248b61b3f1c8b5a2a31a9f709a65444440bc7f9aa5a01f.jpg,unknown,unknown,0.1064
141ee921b0d5d756c539b56de6271fdc4bed43b639d9482e22e957c7ae1f1f3b.jpg,unknown,unknown,0.1255
142d244e67710c46cd8fd8dced3be5719a2d5efea0e0bdd23b9771f4febe8cff.jpg,unknown,unknown,0.1382
143755e38cfe23abb4b26ad5acd1b07a36e55e5e3a1a0c583582a00be7c88d4f.jpg,unknown,unknown,0.068
143765485a8f2ad26a504bf5cccf6464ca19618dceb9b0f2625bb1544c383e55.jpg,unknown,unknown,0.2201
14497be036af908c527000388f0d8024f22118f1aa563c03473c8eba212644ee.jpg,Himari from Blue Archive,Blue_Archive_Himari,0.3624
14503afbf7ea3ef2db9d296cd39a801b48895e1fe4e0d352b1716dea2622aacb.jpg,unknown,unknown,0.0955
145564c27c4dcfb5dd1c700e6300673636e54cec5e565714e2d8c62b78d4eb91.jpg,unknown,unknown,0.0992
1497893c301938093448dc08ef1e96f6e5d07852eacb088c2e6ac42e514ef205.jpg,Hinata from Blue Archive,Blue_Archive_Hinata,0.3084
14b813ae7ed5d7032d38c0de56190c2141944ca29c0aacf9d34475ed59314f32.jpg,unknown,unknown,0.2492
14c81bcc194f6dc50e0e04ca6be5530a982bb624231c0a561b686f667f3ee816.jpg,Takane from Blue Archive,Blue_Archive_Takane,0.6031
14c949f3bd21a0a0b8d409ec7788c533eb465e1e53a8dcb58097daa1fb79f9b6.jpg,unknown,unknown,0.1864
14cc49cf8214456645f323cca6947b839d32a919212767e3df9bb21de853fcaf.jpg,unknown,unknown,0.0702
14fc24abc10949a9797bd0d94ec773940808d5bcc44359c12026245a7f2b7534.jpg,unknown,unknown,0.2159
1512883e4dfe61ed2a851360b45c8ef45f3332b14f025e3bb4ac367a84b615fe.jpg,unknown,unknown,0.1691
1553877fe8ce79deeeab7605e78f4175a0e491046c9d8938406a02b4c5cdc9f5.jpg,Aoba from Blue Archive,Blue_Archive_Aoba,0.6316
156af2776aa3d3b17a7e44f8e17297e4c63e47f1bbb060e9883513049969ce81.jpg,unknown,unknown,0.0829
1596b0edda222125fc3ae44210672deaf76f72cec078e18e149763a016409aa2.jpg,unknown,unknown,0.1116
15a0851a516ec2243602c4230e65f351d4bbaafb86901501464788332eeb2a02.jpg,unknown,unknown,0.1235
15c2fa239002cef9f8f9f704d8617c6282ec03ef93a49933aa28021481e202f1.jpg,unknown,unknown,0.1418
15c8d6957bebc4c4fb440a1dbd08b6b572d0843177d5d3ab8c27e95e9029ddb6.jpg,unknown,unknown,0.1246
15f812c412d384dd9ee4a47ee09f20c8f90c99477287c6389c9de0595e960f72.jpg,unknown,unknown,0.1355
161e23fcaf9b6ee17d15dc7f21845e39e694b74fc756c8a8f8eea7473e04e2bf.jpg,unknown,unknown,0.0602
162038f6a9850d8aafa652364a768beb2403596bf66bd352105c2519774e4153.jpg,unknown,unknown,0.2437
1639193132.png,unknown,unknown,0.0648
1644805684.jpg,unknown,unknown,0.1465
1660c16e1fff033ddfa4312298f52be8ab012662aa96f4a0f96800521ceb82e9.jpg,Aoba from Blue Archive,Blue_Archive_Aoba,0.4616
1687428920341.jpg,unknown,unknown,0.2661
1688446086.png,Momiji from Blue Archive,Blue_Archive_Momiji,0.6154
16a6c5dde0351a42.jpg,unknown,unknown,0.0873
16bd0f82ef1b2a8c38ba6c838d5a8998c361dbf261b3784efe3edc4a4cc506ea.jpg,unknown,unknown,0.2159
16ca59ecf0c10871171eb890844a25eed037d94cb92e47e2333d58008cb3aaf5.jpg,unknown,unknown,0.1174
16f11af1201000f921cbf196b34763fe000c4fcf9a6832cf83911a3bbbe05b80.jpg,unknown,unknown,0.0883
1707055281.png,unknown,unknown,0.1594
1711354321745-1.jpg,unknown,unknown,0.257
1724448365.png,unknown,unknown,0.1369
172b82d246abf25e0e6e4be36c5ed9ae4a2cbe93df77788a34765fb257fdbbb5.jpg,unknown,unknown,0.1213
17434e6b65236ccc4bc04d48886e5a8a5db092e715cfbbcc7c685eeb67aed035.jpg,unknown,unknown,0.1585
176381e1117b066ca89b503e75c044c6980e9b41e1018e33e9d922b66e3cba82.jpg,unknown,unknown,0.23
17663e24aae9e6c66f3266aae7d8586d41a157db997ac2236a4ea849eb0e0f25.jpg,unknown,unknown,0.2897
17b6784ea0521c37d.jpg,unknown,unknown,0.0798
17db52a91b2956ea4a165aa96b4999125856d593cd5a792a261e011f3a9c1df5.jpg,unknown,unknown,0.0933
17e62d3995a0ae96f84b0893dbc150a0fd003383faaf463da5bd2fd822ee5d4f.jpg,unknown,unknown,0.1348
17ed048c48269729e795e79140f73081e5b66a7b7fad62f07f91da561a2777b7.jpg,unknown,unknown,0.1242
17f87deaf8999f6a0e5a5d948914233aa66e6b00683dc54d746d3e62ae6f8f40.jpg,Himari from Blue Archive,Blue_Archive_Himari,0.3147
